respondent_id,h1n1_vaccine,seasonal_vaccine
31623,0.18,0.15
31624,0.01,0.06
31625,0.13,0.76
31626,0.3,0.58
31627,0.21,0.22
31628,0.08,0.68
31629,0.48,0.42
31630,0.12,0.82
31631,0.22,0.14
31632,0.37,0.43
31633,0.14,0.15
31634,0.04,0.57
31635,0.29,0.21
31636,0.5,0.65
31637,0.13,0.24
31638,0.53,0.81
31639,0.59,0.83
31640,0.03,0.3
31641,0.91,0.96
31642,0.36,0.85
31643,0.3,0.39
31644,0.21,0.64
31645,0.01,0.1
31646,0.21,0.71
31647,0.35,0.8
31648,0.26,0.48
31649,0.21,0.8
31650,0.28,0.51
31651,0.63,0.78
31652,0.89,0.85
31653,0.19,0.29
31654,0.02,0.07
31655,0.1,0.16
31656,0.21,0.61
31657,0.09,0.47
31658,0.01,0.32
31659,0.01,0.82
31660,0.85,0.95
31661,0.42,0.87
31662,0.24,0.14
31663,0.63,0.62
31664,0.52,0.91
31665,0.07,0.97
31666,0.25,0.74
31667,0.14,0.22
31668,0.09,0.23
31669,0.12,0.18
31670,0.34,0.87
31671,0.04,0.27
31672,0.02,0.13
31673,0.2,0.56
31674,0.25,0.63
31675,0.52,0.65
31676,0.01,0.39
31677,0.09,0.36
31678,0.8,0.93
31679,0.3,0.76
31680,0.02,0.89
31681,0.05,0.22
31682,0.07,0.59
31683,0.03,0.14
31684,0.0,0.13
31685,0.43,0.57
31686,0.25,0.24
31687,0.04,0.57
31688,0.02,0.05
31689,0.21,0.78
31690,0.15,0.68
31691,0.08,0.72
31692,0.05,0.28
31693,0.07,0.15
31694,0.16,0.73
31695,0.46,0.51
31696,0.16,0.26
31697,0.42,0.76
31698,0.13,0.07
31699,0.12,0.71
31700,0.14,0.5
31701,0.24,0.85
31702,0.07,0.73
31703,0.02,0.13
31704,0.74,0.68
31705,0.35,0.63
31706,0.28,0.68
31707,0.34,0.7
31708,0.39,0.66
31709,0.83,0.8
31710,0.2,0.59
31711,0.18,0.5
31712,0.28,0.68
31713,0.04,0.16
31714,0.0,0.47
31715,0.77,0.9
31716,0.05,0.3
31717,0.18,0.59
31718,0.05,0.27
31719,0.13,0.36
31720,0.14,0.76
31721,0.0,0.04
31722,0.16,0.78
31723,0.2,0.32
31724,0.28,0.4
31725,0.0,0.07
31726,0.01,0.26
31727,0.23,0.41
31728,0.09,0.74
31729,0.44,0.45
31730,0.59,0.82
31731,0.05,0.2
31732,0.35,0.64
31733,0.32,0.74
31734,0.1,0.38
31735,0.18,0.64
31736,0.03,0.25
31737,0.25,0.21
31738,0.26,0.57
31739,0.14,0.96
31740,0.25,0.58
31741,0.06,0.19
31742,0.31,0.75
31743,0.06,0.36
31744,0.43,0.49
31745,0.08,0.4
31746,0.12,0.22
31747,0.07,0.42
31748,0.08,0.1
31749,0.1,0.82
31750,0.22,0.35
31751,0.06,0.08
31752,0.04,0.08
31753,0.04,0.91
31754,0.24,0.56
31755,0.02,0.03
31756,0.33,0.84
31757,0.41,0.76
31758,0.82,0.91
31759,0.09,0.18
31760,0.24,0.2
31761,0.15,0.44
31762,0.16,0.31
31763,0.67,0.58
31764,0.14,0.34
31765,0.36,0.65
31766,0.3,0.45
31767,0.36,0.86
31768,0.01,0.09
31769,0.0,0.06
31770,0.28,0.7
31771,0.35,0.5
31772,0.09,0.66
31773,0.11,0.4
31774,0.15,0.41
31775,0.21,0.91
31776,0.51,0.9
31777,0.04,0.22
31778,0.06,0.24
31779,0.03,0.09
31780,0.06,0.55
31781,0.06,0.1
31782,0.09,0.38
31783,0.31,0.35
31784,0.02,0.19
31785,0.12,0.26
31786,0.07,0.12
31787,0.08,0.34
31788,0.14,0.5
31789,0.05,0.56
31790,0.12,0.26
31791,0.03,0.17
31792,0.08,0.41
31793,0.09,0.24
31794,0.04,0.67
31795,0.09,0.15
31796,0.3,0.4
31797,0.32,0.66
31798,0.31,0.63
31799,0.01,0.05
31800,0.34,0.26
31801,0.65,0.67
31802,0.56,0.9
31803,0.06,0.9
31804,0.13,0.12
31805,0.11,0.18
31806,0.19,0.18
31807,0.71,0.71
31808,0.11,0.8
31809,0.26,0.36
31810,0.05,0.14
31811,0.65,0.19
31812,0.22,0.87
31813,0.17,0.57
31814,0.16,0.56
31815,0.22,0.42
31816,0.11,0.73
31817,0.01,0.1
31818,0.67,0.83
31819,0.08,0.13
31820,0.23,0.32
31821,0.05,0.11
31822,0.56,0.78
31823,0.31,0.55
31824,0.45,0.87
31825,0.36,0.4
31826,0.11,0.53
31827,0.46,0.37
31828,0.35,0.48
31829,0.06,0.08
31830,0.36,0.42
31831,0.09,0.8
31832,0.19,0.68
31833,0.15,0.6
31834,0.21,0.52
31835,0.05,0.23
31836,0.02,0.08
31837,0.61,0.81
31838,0.41,0.58
31839,0.04,0.13
31840,0.15,0.13
31841,0.08,0.2
31842,0.23,0.31
31843,0.62,0.83
31844,0.08,0.81
31845,0.62,0.75
31846,0.47,0.81
31847,0.03,0.68
31848,0.07,0.17
31849,0.01,0.14
31850,0.03,0.12
31851,0.08,0.21
31852,0.28,0.39
31853,0.71,0.86
31854,0.59,0.93
31855,0.82,0.93
31856,0.06,0.12
31857,0.07,0.74
31858,0.28,0.44
31859,0.28,0.74
31860,0.3,0.65
31861,0.1,0.11
31862,0.04,0.1
31863,0.27,0.72
31864,0.13,0.44
31865,0.18,0.75
31866,0.15,0.2
31867,0.1,0.43
31868,0.05,0.12
31869,0.0,0.14
31870,0.02,0.12
31871,0.75,0.91
31872,0.01,0.3
31873,0.05,0.19
31874,0.07,0.18
31875,0.21,0.6
31876,0.07,0.21
31877,0.03,0.11
31878,0.06,0.85
31879,0.06,0.51
31880,0.03,0.1
31881,0.45,0.53
31882,0.06,0.15
31883,0.19,0.45
31884,0.0,0.08
31885,0.45,0.78
31886,0.1,0.28
31887,0.16,0.17
31888,0.04,0.25
31889,0.12,0.82
31890,0.16,0.31
31891,0.02,0.14
31892,0.64,0.77
31893,0.07,0.57
31894,0.35,0.84
31895,0.08,0.12
31896,0.2,0.7
31897,0.27,0.75
31898,0.06,0.2
31899,0.61,0.76
31900,0.55,0.46
31901,0.17,0.28
31902,0.18,0.25
31903,0.4,0.47
31904,0.08,0.07
31905,0.06,0.16
31906,0.02,0.18
31907,0.08,0.55
31908,0.01,0.09
31909,0.23,0.4
31910,0.02,0.63
31911,0.13,0.96
31912,0.1,0.52
31913,0.07,0.54
31914,0.19,0.83
31915,0.1,0.7
31916,0.11,0.72
31917,0.31,0.29
31918,0.34,0.87
31919,0.54,0.44
31920,0.01,0.91
31921,0.09,0.5
31922,0.04,0.1
31923,0.08,0.1
31924,0.16,0.3
31925,0.04,0.84
31926,0.03,0.01
31927,0.26,0.33
31928,0.29,0.93
31929,0.07,0.26
31930,0.29,0.41
31931,0.16,0.8
31932,0.04,0.21
31933,0.42,0.22
31934,0.23,0.36
31935,0.6,0.92
31936,0.17,0.16
31937,0.1,0.4
31938,0.23,0.58
31939,0.02,0.15
31940,0.1,0.06
31941,0.05,0.44
31942,0.02,0.06
31943,0.04,0.2
31944,0.23,0.79
31945,0.37,0.54
31946,0.2,0.24
31947,0.04,0.19
31948,0.14,0.94
31949,0.03,0.22
31950,0.03,0.12
31951,0.25,0.46
31952,0.23,0.41
31953,0.01,0.35
31954,0.55,0.86
31955,0.0,0.21
31956,0.17,0.24
31957,0.31,0.7
31958,0.0,0.03
31959,0.0,0.13
31960,0.04,0.35
31961,0.06,0.12
31962,0.29,0.51
31963,0.4,0.81
31964,0.0,0.08
31965,0.12,0.92
31966,0.03,0.17
31967,0.04,0.09
31968,0.34,0.29
31969,0.12,0.58
31970,0.41,0.51
31971,0.03,0.47
31972,0.18,0.33
31973,0.09,0.19
31974,0.01,0.2
31975,0.02,0.08
31976,0.15,0.29
31977,0.04,0.09
31978,0.31,0.65
31979,0.01,0.09
31980,0.07,0.67
31981,0.21,0.43
31982,0.03,0.24
31983,0.3,0.44
31984,0.02,0.05
31985,0.06,0.07
31986,0.32,0.95
31987,0.09,0.38
31988,0.47,0.78
31989,0.21,0.79
31990,0.03,0.93
31991,0.44,0.69
31992,0.19,0.16
31993,0.51,0.58
31994,0.06,0.33
31995,0.29,0.56
31996,0.13,0.21
31997,0.06,0.81
31998,0.07,0.25
31999,0.09,0.12
32000,0.13,0.84
32001,0.05,0.57
32002,0.28,0.65
32003,0.31,0.43
32004,0.58,0.71
32005,0.02,0.08
32006,0.12,0.75
32007,0.74,0.97
32008,0.03,0.07
32009,0.0,0.2
32010,0.22,0.51
32011,0.14,0.91
32012,0.08,0.73
32013,0.33,0.79
32014,0.16,0.45
32015,0.25,0.24
32016,0.6,0.76
32017,0.02,0.13
32018,0.16,0.12
32019,0.19,0.39
32020,0.73,0.79
32021,0.12,0.23
32022,0.2,0.5
32023,0.07,0.79
32024,0.17,0.32
32025,0.31,0.55
32026,0.54,0.66
32027,0.11,0.82
32028,0.58,0.75
32029,0.02,0.1
32030,0.14,0.44
32031,0.11,0.13
32032,0.54,0.36
32033,0.01,0.09
32034,0.11,0.58
32035,0.13,0.1
32036,0.49,0.89
32037,0.09,0.75
32038,0.26,0.79
32039,0.38,0.49
32040,0.17,0.76
32041,0.56,0.93
32042,0.19,0.61
32043,0.42,0.61
32044,0.04,0.18
32045,0.12,0.88
32046,0.13,0.23
32047,0.89,0.87
32048,0.06,0.34
32049,0.01,0.1
32050,0.4,0.64
32051,0.08,0.57
32052,0.61,0.7
32053,0.09,0.08
32054,0.24,0.31
32055,0.04,0.3
32056,0.07,0.43
32057,0.07,0.05
32058,0.04,0.15
32059,0.14,0.64
32060,0.11,0.75
32061,0.19,0.17
32062,0.17,0.24
32063,0.08,0.66
32064,0.07,0.25
32065,0.17,0.35
32066,0.02,0.26
32067,0.07,0.13
32068,0.05,0.34
32069,0.61,0.85
32070,0.79,0.79
32071,0.53,0.65
32072,0.67,0.83
32073,0.0,0.09
32074,0.06,0.43
32075,0.03,0.09
32076,0.05,0.71
32077,0.06,0.18
32078,0.01,0.04
32079,0.05,0.08
32080,0.03,0.09
32081,0.48,0.77
32082,0.02,0.08
32083,0.04,0.14
32084,0.04,0.53
32085,0.1,0.59
32086,0.66,0.83
32087,0.06,0.9
32088,0.14,0.75
32089,0.3,0.72
32090,0.06,0.51
32091,0.4,0.43
32092,0.37,0.61
32093,0.04,0.16
32094,0.12,0.33
32095,0.71,0.79
32096,0.26,0.86
32097,0.51,0.43
32098,0.09,0.12
32099,0.22,0.32
32100,0.1,0.3
32101,0.46,0.65
32102,0.03,0.28
32103,0.13,0.43
32104,0.09,0.42
32105,0.15,0.81
32106,0.37,0.49
32107,0.05,0.23
32108,0.21,0.28
32109,0.08,0.2
32110,0.1,0.28
32111,0.35,0.39
32112,0.8,0.74
32113,0.08,0.44
32114,0.53,0.5
32115,0.08,0.11
32116,0.01,0.03
32117,0.31,0.76
32118,0.04,0.53
32119,0.42,0.74
32120,0.37,0.84
32121,0.49,0.66
32122,0.07,0.59
32123,0.04,0.32
32124,0.15,0.97
32125,0.03,0.12
32126,0.42,0.79
32127,0.28,0.43
32128,0.41,0.68
32129,0.11,0.21
32130,0.39,0.57
32131,0.89,0.96
32132,0.06,0.9
32133,0.0,0.09
32134,0.08,0.85
32135,0.23,0.45
32136,0.2,0.21
32137,0.09,0.59
32138,0.23,0.68
32139,0.11,0.11
32140,0.49,0.21
32141,0.19,0.2
32142,0.16,0.79
32143,0.16,0.41
32144,0.24,0.36
32145,0.02,0.2
32146,0.06,0.18
32147,0.11,0.21
32148,0.65,0.86
32149,0.14,0.63
32150,0.06,0.7
32151,0.01,0.08
32152,0.04,0.7
32153,0.09,0.42
32154,0.01,0.04
32155,0.04,0.45
32156,0.04,0.1
32157,0.06,0.08
32158,0.02,0.67
32159,0.87,0.82
32160,0.21,0.23
32161,0.34,0.12
32162,0.12,0.26
32163,0.14,0.23
32164,0.15,0.16
32165,0.33,0.67
32166,0.05,0.26
32167,0.1,0.36
32168,0.04,0.17
32169,0.13,0.35
32170,0.62,0.76
32171,0.05,0.53
32172,0.8,0.9
32173,0.18,0.45
32174,0.18,0.28
32175,0.26,0.91
32176,0.7,0.81
32177,0.18,0.47
32178,0.01,0.11
32179,0.19,0.61
32180,0.02,0.36
32181,0.26,0.29
32182,0.2,0.33
32183,0.53,0.95
32184,0.14,0.3
32185,0.38,0.45
32186,0.2,0.51
32187,0.38,0.54
32188,0.43,0.43
32189,0.29,0.78
32190,0.43,0.76
32191,0.04,0.2
32192,0.08,0.33
32193,0.04,0.38
32194,0.03,0.09
32195,0.05,0.3
32196,0.61,0.77
32197,0.04,0.1
32198,0.4,0.54
32199,0.6,0.95
32200,0.09,0.33
32201,0.12,0.19
32202,0.1,0.94
32203,0.26,0.92
32204,0.25,0.67
32205,0.06,0.74
32206,0.21,0.91
32207,0.67,0.75
32208,0.02,0.2
32209,0.03,0.32
32210,0.14,0.73
32211,0.02,0.1
32212,0.01,0.39
32213,0.09,0.12
32214,0.02,0.05
32215,0.39,0.43
32216,0.83,0.8
32217,0.02,0.18
32218,0.25,0.79
32219,0.09,0.3
32220,0.49,0.72
32221,0.55,0.56
32222,0.03,0.12
32223,0.3,0.81
32224,0.33,0.66
32225,0.23,0.47
32226,0.53,0.82
32227,0.15,0.4
32228,0.72,0.74
32229,0.07,0.26
32230,0.07,0.1
32231,0.66,0.87
32232,0.17,0.55
32233,0.1,0.57
32234,0.0,0.41
32235,0.24,0.78
32236,0.2,0.99
32237,0.89,0.98
32238,0.08,0.02
32239,0.05,0.07
32240,0.17,0.37
32241,0.7,0.81
32242,0.07,0.35
32243,0.15,0.16
32244,0.04,0.08
32245,0.15,0.64
32246,0.3,0.54
32247,0.05,0.68
32248,0.34,0.61
32249,0.14,0.31
32250,0.1,0.36
32251,0.33,0.24
32252,0.38,0.52
32253,0.18,0.2
32254,0.08,0.13
32255,0.24,0.49
32256,0.23,0.33
32257,0.16,0.63
32258,0.03,0.19
32259,0.13,0.71
32260,0.08,0.31
32261,0.18,0.38
32262,0.15,0.1
32263,0.02,0.46
32264,0.1,0.25
32265,0.45,0.75
32266,0.07,0.41
32267,0.06,0.22
32268,0.06,0.13
32269,0.46,0.66
32270,0.67,0.75
32271,0.59,0.88
32272,0.16,0.32
32273,0.33,0.4
32274,0.49,0.61
32275,0.05,0.87
32276,0.17,0.1
32277,0.1,0.18
32278,0.06,0.32
32279,0.04,0.14
32280,0.22,0.11
32281,0.85,0.86
32282,0.03,0.22
32283,0.08,0.67
32284,0.66,0.87
32285,0.28,0.37
32286,0.18,0.51
32287,0.04,0.38
32288,0.34,0.56
32289,0.67,0.89
32290,0.02,0.07
32291,0.21,0.37
32292,0.29,0.39
32293,0.37,0.85
32294,0.12,0.26
32295,0.1,0.4
32296,0.19,0.67
32297,0.28,0.84
32298,0.05,0.02
32299,0.03,0.22
32300,0.0,0.08
32301,0.14,0.57
32302,0.1,0.14
32303,0.2,0.35
32304,0.08,0.4
32305,0.09,0.41
32306,0.47,0.71
32307,0.16,0.34
32308,0.23,0.76
32309,0.29,0.62
32310,0.34,0.58
32311,0.04,0.29
32312,0.36,0.69
32313,0.09,0.15
32314,0.11,0.45
32315,0.13,0.21
32316,0.12,0.9
32317,0.1,0.39
32318,0.04,0.38
32319,0.16,0.92
32320,0.02,0.03
32321,0.24,0.41
32322,0.12,0.32
32323,0.8,0.87
32324,0.04,0.69
32325,0.21,0.47
32326,0.13,0.24
32327,0.0,0.12
32328,0.05,0.07
32329,0.11,0.58
32330,0.1,0.56
32331,0.14,0.68
32332,0.04,0.17
32333,0.01,0.14
32334,0.08,0.29
32335,0.01,0.2
32336,0.03,0.26
32337,0.11,0.38
32338,0.1,0.44
32339,0.45,0.44
32340,0.17,0.6
32341,0.28,0.59
32342,0.06,0.53
32343,0.73,0.91
32344,0.58,0.84
32345,0.06,0.34
32346,0.03,0.07
32347,0.35,0.7
32348,0.11,0.91
32349,0.38,0.62
32350,0.1,0.65
32351,0.35,0.66
32352,0.0,0.07
32353,0.09,0.18
32354,0.15,0.59
32355,0.1,0.62
32356,0.06,0.36
32357,0.46,0.65
32358,0.44,0.85
32359,0.33,0.63
32360,0.4,0.68
32361,0.03,0.76
32362,0.13,0.35
32363,0.15,0.9
32364,0.2,0.09
32365,0.09,0.29
32366,0.1,0.38
32367,0.29,0.84
32368,0.1,0.77
32369,0.14,0.5
32370,0.04,0.36
32371,0.15,0.28
32372,0.06,0.12
32373,0.11,0.54
32374,0.48,0.71
32375,0.15,0.59
32376,0.05,0.12
32377,0.12,0.56
32378,0.19,0.42
32379,0.14,0.37
32380,0.12,0.6
32381,0.03,0.21
32382,0.31,0.44
32383,0.2,0.78
32384,0.07,0.22
32385,0.05,0.11
32386,0.08,0.5
32387,0.39,0.48
32388,0.12,0.2
32389,0.06,0.1
32390,0.1,0.49
32391,0.34,0.77
32392,0.11,0.7
32393,0.32,0.64
32394,0.02,0.11
32395,0.28,0.87
32396,0.02,0.14
32397,0.15,0.34
32398,0.24,0.52
32399,0.61,0.76
32400,0.52,0.6
32401,0.19,0.65
32402,0.06,0.25
32403,0.05,0.74
32404,0.01,0.16
32405,0.22,0.87
32406,0.25,0.49
32407,0.22,0.23
32408,0.13,0.76
32409,0.2,0.67
32410,0.13,0.63
32411,0.34,0.26
32412,0.14,0.11
32413,0.15,0.49
32414,0.26,0.95
32415,0.0,0.18
32416,0.66,0.82
32417,0.09,0.76
32418,0.11,0.18
32419,0.22,0.23
32420,0.56,0.58
32421,0.08,0.5
32422,0.03,0.08
32423,0.02,0.61
32424,0.33,0.48
32425,0.7,0.76
32426,0.11,0.21
32427,0.26,0.4
32428,0.24,0.46
32429,0.72,0.82
32430,0.31,0.44
32431,0.69,0.96
32432,0.05,0.22
32433,0.36,0.19
32434,0.1,0.48
32435,0.28,0.94
32436,0.03,0.48
32437,0.07,0.23
32438,0.12,0.16
32439,0.17,0.83
32440,0.03,0.45
32441,0.24,0.67
32442,0.02,0.62
32443,0.07,0.73
32444,0.52,0.73
32445,0.09,0.15
32446,0.28,0.8
32447,0.09,0.19
32448,0.15,0.48
32449,0.0,0.06
32450,0.5,0.76
32451,0.04,0.24
32452,0.11,0.3
32453,0.44,0.3
32454,0.35,0.69
32455,0.18,0.44
32456,0.02,0.11
32457,0.16,0.43
32458,0.28,0.38
32459,0.05,0.25
32460,0.01,0.93
32461,0.06,0.08
32462,0.07,0.64
32463,0.48,0.73
32464,0.39,0.61
32465,0.14,0.84
32466,0.1,0.2
32467,0.13,0.18
32468,0.03,0.08
32469,0.01,0.54
32470,0.1,0.43
32471,0.11,0.34
32472,0.12,0.45
32473,0.02,0.11
32474,0.09,0.14
32475,0.39,0.95
32476,0.04,0.27
32477,0.03,0.13
32478,0.1,0.68
32479,0.02,0.34
32480,0.07,0.25
32481,0.03,0.22
32482,0.04,0.76
32483,0.25,0.65
32484,0.29,0.77
32485,0.14,0.15
32486,0.08,0.11
32487,0.29,0.52
32488,0.06,0.4
32489,0.41,0.54
32490,0.1,0.8
32491,0.79,0.89
32492,0.27,0.54
32493,0.03,0.09
32494,0.29,0.88
32495,0.74,0.73
32496,0.08,0.16
32497,0.25,0.38
32498,0.44,0.76
32499,0.04,0.22
32500,0.07,0.11
32501,0.78,0.92
32502,0.46,0.6
32503,0.15,0.4
32504,0.52,0.79
32505,0.04,0.77
32506,0.42,0.71
32507,0.05,0.08
32508,0.61,0.68
32509,0.13,0.6
32510,0.2,0.78
32511,0.3,0.44
32512,0.19,0.34
32513,0.33,0.59
32514,0.08,0.36
32515,0.15,0.15
32516,0.37,0.69
32517,0.04,0.12
32518,0.58,0.65
32519,0.37,0.87
32520,0.09,0.15
32521,0.03,0.11
32522,0.09,0.43
32523,0.07,0.67
32524,0.34,0.38
32525,0.58,0.89
32526,0.01,0.29
32527,0.21,0.56
32528,0.4,0.78
32529,0.05,0.69
32530,0.6,0.68
32531,0.03,0.2
32532,0.34,0.37
32533,0.85,0.89
32534,0.78,0.85
32535,0.05,0.04
32536,0.11,0.25
32537,0.82,0.92
32538,0.2,0.37
32539,0.01,0.11
32540,0.07,0.44
32541,0.07,0.44
32542,0.1,0.56
32543,0.13,0.44
32544,0.02,0.2
32545,0.6,0.97
32546,0.34,0.18
32547,0.2,0.71
32548,0.08,0.22
32549,0.09,0.13
32550,0.25,0.9
32551,0.12,0.07
32552,0.45,0.73
32553,0.04,0.3
32554,0.43,0.82
32555,0.05,0.69
32556,0.38,0.59
32557,0.03,0.15
32558,0.03,0.37
32559,0.16,0.61
32560,0.76,0.84
32561,0.05,0.28
32562,0.19,0.18
32563,0.82,0.85
32564,0.52,0.85
32565,0.09,0.3
32566,0.04,0.51
32567,0.09,0.6
32568,0.17,0.41
32569,0.34,0.9
32570,0.02,0.16
32571,0.65,0.61
32572,0.19,0.96
32573,0.0,0.03
32574,0.18,0.91
32575,0.1,0.22
32576,0.28,0.86
32577,0.05,0.17
32578,0.05,0.7
32579,0.52,0.77
32580,0.46,0.53
32581,0.05,0.72
32582,0.11,0.94
32583,0.23,0.54
32584,0.76,0.79
32585,0.14,0.32
32586,0.05,0.49
32587,0.16,0.66
32588,0.16,0.23
32589,0.32,0.43
32590,0.15,0.15
32591,0.08,0.93
32592,0.4,0.63
32593,0.22,0.74
32594,0.07,0.54
32595,0.05,0.35
32596,0.13,0.24
32597,0.08,0.82
32598,0.13,0.35
32599,0.03,0.03
32600,0.47,0.48
32601,0.05,0.53
32602,0.73,0.96
32603,0.0,0.08
32604,0.21,0.26
32605,0.08,0.17
32606,0.01,0.56
32607,0.24,0.48
32608,0.06,0.26
32609,0.12,0.78
32610,0.46,0.87
32611,0.64,0.7
32612,0.07,0.56
32613,0.07,0.27
32614,0.23,0.39
32615,0.27,0.96
32616,0.11,0.86
32617,0.23,0.87
32618,0.55,0.42
32619,0.07,0.2
32620,0.69,0.85
32621,0.13,0.49
32622,0.19,0.24
32623,0.14,0.31
32624,0.38,0.54
32625,0.14,0.35
32626,0.04,0.71
32627,0.04,0.06
32628,0.74,0.87
32629,0.12,0.25
32630,0.07,0.65
32631,0.05,0.81
32632,0.16,0.18
32633,0.45,0.69
32634,0.06,0.31
32635,0.15,0.35
32636,0.07,0.22
32637,0.07,0.07
32638,0.38,0.67
32639,0.17,0.39
32640,0.11,0.91
32641,0.31,0.59
32642,0.28,0.59
32643,0.11,0.82
32644,0.75,0.79
32645,0.15,0.44
32646,0.11,0.78
32647,0.43,0.55
32648,0.47,0.72
32649,0.27,0.79
32650,0.08,0.5
32651,0.24,0.39
32652,0.5,0.62
32653,0.02,0.78
32654,0.09,0.68
32655,0.23,0.59
32656,0.23,0.62
32657,0.35,0.26
32658,0.01,0.31
32659,0.41,0.35
32660,0.0,0.07
32661,0.14,0.65
32662,0.06,0.24
32663,0.12,0.92
32664,0.06,0.15
32665,0.14,0.88
32666,0.17,0.52
32667,0.3,0.67
32668,0.0,0.01
32669,0.03,0.72
32670,0.28,0.38
32671,0.02,0.22
32672,0.15,0.44
32673,0.21,0.43
32674,0.03,0.22
32675,0.04,0.09
32676,0.09,0.53
32677,0.02,0.86
32678,0.21,0.31
32679,0.04,0.09
32680,0.1,0.1
32681,0.05,0.44
32682,0.11,0.89
32683,0.16,0.31
32684,0.09,0.15
32685,0.05,0.5
32686,0.03,0.09
32687,0.11,0.48
32688,0.03,0.12
32689,0.77,0.87
32690,0.08,0.73
32691,0.14,0.32
32692,0.05,0.23
32693,0.21,0.34
32694,0.13,0.37
32695,0.73,0.88
32696,0.28,0.69
32697,0.11,0.17
32698,0.15,0.71
32699,0.4,0.46
32700,0.06,0.27
32701,0.04,0.05
32702,0.1,0.5
32703,0.01,0.19
32704,0.21,0.42
32705,0.08,0.21
32706,0.16,0.52
32707,0.07,0.46
32708,0.09,0.22
32709,0.05,0.35
32710,0.14,0.14
32711,0.3,0.79
32712,0.09,0.54
32713,0.07,0.18
32714,0.15,0.5
32715,0.25,0.42
32716,0.0,0.13
32717,0.06,0.55
32718,0.04,0.06
32719,0.04,0.03
32720,0.12,0.96
32721,0.26,0.73
32722,0.15,0.38
32723,0.04,0.03
32724,0.42,0.22
32725,0.17,0.6
32726,0.08,0.67
32727,0.26,0.47
32728,0.03,0.17
32729,0.2,0.36
32730,0.02,0.02
32731,0.71,0.98
32732,0.16,0.61
32733,0.41,0.36
32734,0.12,0.11
32735,0.09,0.17
32736,0.03,0.13
32737,0.06,0.37
32738,0.62,0.68
32739,0.05,0.12
32740,0.03,0.87
32741,0.01,0.27
32742,0.2,0.79
32743,0.0,0.05
32744,0.36,0.7
32745,0.36,0.65
32746,0.31,0.33
32747,0.06,0.19
32748,0.42,0.81
32749,0.16,0.23
32750,0.33,0.71
32751,0.02,0.95
32752,0.03,0.28
32753,0.18,0.27
32754,0.04,0.09
32755,0.83,0.9
32756,0.06,0.52
32757,0.02,0.06
32758,0.54,0.95
32759,0.23,0.49
32760,0.11,0.26
32761,0.04,0.82
32762,0.04,0.1
32763,0.02,0.08
32764,0.04,0.05
32765,0.12,0.18
32766,0.01,0.04
32767,0.08,0.25
32768,0.06,0.23
32769,0.1,0.1
32770,0.59,0.9
32771,0.02,0.03
32772,0.11,0.64
32773,0.04,0.33
32774,0.05,0.1
32775,0.02,0.53
32776,0.03,0.93
32777,0.43,0.57
32778,0.02,0.02
32779,0.43,0.5
32780,0.07,0.05
32781,0.27,0.54
32782,0.05,0.93
32783,0.06,0.29
32784,0.4,0.39
32785,0.14,0.26
32786,0.35,0.47
32787,0.16,0.58
32788,0.23,0.8
32789,0.4,0.68
32790,0.74,0.7
32791,0.28,0.79
32792,0.38,0.67
32793,0.06,0.18
32794,0.14,0.45
32795,0.03,0.07
32796,0.62,0.58
32797,0.06,0.25
32798,0.07,0.2
32799,0.46,0.81
32800,0.07,0.3
32801,0.56,0.52
32802,0.28,0.47
32803,0.04,0.15
32804,0.38,0.64
32805,0.11,0.29
32806,0.06,0.23
32807,0.03,0.46
32808,0.03,0.34
32809,0.22,0.39
32810,0.18,0.53
32811,0.02,0.1
32812,0.08,0.37
32813,0.05,0.07
32814,0.04,0.06
32815,0.12,0.75
32816,0.41,0.66
32817,0.2,0.8
32818,0.33,0.84
32819,0.05,0.3
32820,0.29,0.38
32821,0.49,0.46
32822,0.05,0.73
32823,0.15,0.36
32824,0.03,0.44
32825,0.35,0.42
32826,0.75,0.85
32827,0.08,0.77
32828,0.13,0.8
32829,0.85,0.88
32830,0.04,0.12
32831,0.04,0.08
32832,0.06,0.35
32833,0.03,0.09
32834,0.44,0.68
32835,0.06,0.61
32836,0.74,0.47
32837,0.61,0.69
32838,0.01,0.7
32839,0.08,0.25
32840,0.13,0.17
32841,0.4,0.47
32842,0.04,0.15
32843,0.85,0.93
32844,0.04,0.08
32845,0.02,0.21
32846,0.04,0.3
32847,0.11,0.45
32848,0.08,0.24
32849,0.15,0.1
32850,0.12,0.28
32851,0.32,0.28
32852,0.55,0.82
32853,0.05,0.13
32854,0.53,0.8
32855,0.13,0.32
32856,0.07,0.8
32857,0.05,0.38
32858,0.17,0.17
32859,0.17,0.28
32860,0.3,0.8
32861,0.25,0.67
32862,0.33,0.56
32863,0.05,0.11
32864,0.16,0.22
32865,0.01,0.34
32866,0.04,0.12
32867,0.4,0.34
32868,0.04,0.29
32869,0.03,0.08
32870,0.09,0.54
32871,0.06,0.11
32872,0.24,0.44
32873,0.44,0.65
32874,0.02,0.22
32875,0.1,0.02
32876,0.45,0.8
32877,0.04,0.18
32878,0.04,0.25
32879,0.0,0.05
32880,0.63,0.76
32881,0.09,0.52
32882,0.24,0.37
32883,0.2,0.59
32884,0.1,0.2
32885,0.35,0.47
32886,0.0,0.12
32887,0.19,0.92
32888,0.17,0.19
32889,0.45,0.38
32890,0.02,0.39
32891,0.68,0.59
32892,0.63,0.6
